new_word,freq,category,week,date1,date2
글로벌리더,4,정치,1주차,20220102,20220108
CBS라디오,5,정치,1주차,20220102,20220108
감시센서,10,정치,1주차,20220102,20220108
민생버스,5,정치,1주차,20220102,20220108
여론조사업체,2,정치,1주차,20220102,20220108
도시폐기물,5,정치,1주차,20220102,20220108
관련기사,1,정치,1주차,20220102,20220108
가상번호,3,정치,1주차,20220102,20220108
가입내역,4,정치,1주차,20220102,20220108
온라인동영상서비스,5,정치,1주차,20220102,20220108
경제협력개발기구,7,정치,1주차,20220102,20220108
금융정보업체,5,정치,1주차,20220102,20220108
문화역량,2,정치,1주차,20220102,20220108
기초생활보장,3,정치,1주차,20220102,20220108
소상공인정책자금,2,정치,1주차,20220102,20220108
후보직속,3,정치,1주차,20220102,20220108
투자자가,7,정치,1주차,20220102,20220108
가상인간,3,정치,1주차,20220102,20220108
완전변경,1,정치,1주차,20220102,20220108
전기추진,2,정치,1주차,20220102,20220108
중간중간,2,정치,1주차,20220102,20220108
정치전문매체,3,정치,1주차,20220102,20220108
유전자증폭검사,4,정치,1주차,20220102,20220108
상생임대인,3,정치,1주차,20220102,20220108
대전신세계,4,정치,1주차,20220102,20220108
사회조사,1,정치,1주차,20220102,20220108
정보공개거부,2,정치,1주차,20220102,20220108
처분취소,2,정치,1주차,20220102,20220108
폐수배출시설,2,정치,1주차,20220102,20220108
대사질환,4,정치,1주차,20220102,20220108
기업공개,7,정치,1주차,20220102,20220108
정책참여,1,정치,1주차,20220102,20220108
일괄제공,1,정치,1주차,20220102,20220108
전립선특이항원,2,정치,1주차,20220102,20220108
태그리스,1,정치,1주차,20220102,20220108
정의기억연대,4,정치,1주차,20220102,20220108
집행정치,3,정치,1주차,20220102,20220108
청년본부,3,정치,1주차,20220102,20220108
온도감지,3,정치,1주차,20220102,20220108
잠수함발사탄도미사일,5,정치,1주차,20220102,20220108
위치인식,2,정치,1주차,20220102,20220108
이론물리학,3,정치,1주차,20220102,20220108
시장조사업체,4,정치,1주차,20220102,20220108
해외주식투자,3,정치,1주차,20220102,20220108
메모리반도체,3,정치,1주차,20220102,20220108
평화연구소,4,정치,1주차,20220102,20220108
가치저장,1,정치,1주차,20220102,20220108
해당지역,2,정치,1주차,20220102,20220108
해양수소,2,정치,1주차,20220102,20220108
안전관리규정,3,정치,1주차,20220102,20220108
인명보호,3,정치,1주차,20220102,20220108
장애인일자리,3,정치,1주차,20220102,20220108
스마트케어,3,정치,1주차,20220102,20220108
미국프로골프,5,정치,1주차,20220102,20220108
축소모형,3,정치,1주차,20220102,20220108
전국시장,1,정치,1주차,20220102,20220108
전략컨설팅,1,정치,1주차,20220102,20220108
빨래바구니,1,정치,1주차,20220102,20220108
일반승객,2,정치,1주차,20220102,20220108
철수마켓,2,정치,1주차,20220102,20220108
초청대상,1,정치,1주차,20220102,20220108
일정금액,1,정치,1주차,20220102,20220108
국민의힘,373,정치,1주차,20220102,20220108
아닌,227,정치,1주차,20220102,20220108
이같,170,정치,1주차,20220102,20220108
기성세대,31,정치,1주차,20220102,20220108
젊은,79,정치,1주차,20220102,20220108
확률정보,4,정치,1주차,20220102,20220108
신기,55,정치,1주차,20220102,20220108
신기술,30,정치,1주차,20220102,20220108
디지털플랫폼,9,정치,1주차,20220102,20220108
개인정보,23,정치,1주차,20220102,20220108
코로나19,401,정치,1주차,20220102,20220108
고위공직자범죄수사처,19,정치,1주차,20220102,20220108
심상,41,정치,1주차,20220102,20220108
선거대책본부,14,정치,1주차,20220102,20220108
아동청소년부,4,정치,1주차,20220102,20220108
삼프,17,정치,1주차,20220102,20220108
대규모,77,정치,1주차,20220102,20220108
불가능,56,정치,1주차,20220102,20220108
전원회의,14,정치,1주차,20220102,20220108
농촌발전,2,정치,1주차,20220102,20220108
제1순위,3,정치,1주차,20220102,20220108
불안정,19,정치,1주차,20220102,20220108
한반,31,정치,1주차,20220102,20220108
국제정,16,정치,1주차,20220102,20220108
국제정치,11,정치,1주차,20220102,20220108
주변환경,5,정치,1주차,20220102,20220108
국가계획위원장,4,정치,1주차,20220102,20220108
공약위키,5,정치,1주차,20220102,20220108
방역지침,9,정치,1주차,20220102,20220108
영업금지,4,정치,1주차,20220102,20220108
질의응답,5,정치,1주차,20220102,20220108
이준,126,정치,1주차,20220102,20220108
일상회복,22,정치,1주차,20220102,20220108
위중증,13,정치,1주차,20220102,20220108
추격국가,5,정치,1주차,20220102,20220108
비공개,26,정치,1주차,20220102,20220108
불균형,21,정치,1주차,20220102,20220108
김건희씨,33,정치,1주차,20220102,20220108
미디어대학원,6,정치,1주차,20220102,20220108
에이치컬쳐,6,정치,1주차,20220102,20220108
에이치컬쳐테크놀러지,6,정치,1주차,20220102,20220108
최고위과정,5,정치,1주차,20220102,20220108
기획이사,5,정치,1주차,20220102,20220108
리서,48,정치,1주차,20220102,20220108
한국리서치,12,정치,1주차,20220102,20220108
비호감도,7,정치,1주차,20220102,20220108
집중분석,3,정치,1주차,20220102,20220108
부양의무자,8,정치,1주차,20220102,20220108
전화면접,7,정치,1주차,20220102,20220108
수밖,118,정치,1주차,20220102,20220108
대통령으,13,정치,1주차,20220102,20220108
감시장비,30,정치,1주차,20220102,20220108
초동조치,22,정치,1주차,20220102,20220108
경계감시장비,16,정치,1주차,20220102,20220108
폐쇄회,30,정치,1주차,20220102,20220108
경계병력,4,정치,1주차,20220102,20220108
국가비상방역체계,7,정치,1주차,20220102,20220108
최대비상체제,6,정치,1주차,20220102,20220108
월북사건,5,정치,1주차,20220102,20220108
정밀점검,4,정치,1주차,20220102,20220108
상급부대,5,정치,1주차,20220102,20220108
그럼에,24,정치,1주차,20220102,20220108
해안경계,6,정치,1주차,20220102,20220108
청년선대위,4,정치,1주차,20220102,20220108
게다,24,정치,1주차,20220102,20220108
서던포스트,4,정치,1주차,20220102,20220108
신뢰수준,14,정치,1주차,20220102,20220108
엠브레인퍼블릭,10,정치,1주차,20220102,20220108
있음,33,정치,1주차,20220102,20220108
이월공제,8,정치,1주차,20220102,20220108
월세액,8,정치,1주차,20220102,20220108
넥스트리서치,8,정치,1주차,20220102,20220108
다자대결,8,정치,1주차,20220102,20220108
열상감시장비,18,정치,1주차,20220102,20220108
보존GP,3,정치,1주차,20220102,20220108
월미곳,5,정치,1주차,20220102,20220108
오징어게임,12,정치,1주차,20220102,20220108
윤핵관,13,정치,1주차,20220102,20220108
재구성,8,정치,1주차,20220102,20220108
구조조정,16,정치,1주차,20220102,20220108
쪽이,13,정치,1주차,20220102,20220108
민주당으,3,정치,1주차,20220102,20220108
월책,28,정치,1주차,20220102,20220108
전비태세검열실,12,정치,1주차,20220102,20220108
내비,22,정치,1주차,20220102,20220108
만만,12,정치,1주차,20220102,20220108
빈말,3,정치,1주차,20220102,20220108
말실수,10,정치,1주차,20220102,20220108
효자산업,4,정치,1주차,20220102,20220108
비상조치,7,정치,1주차,20220102,20220108
도올TV,6,정치,1주차,20220102,20220108
기본수당,9,정치,1주차,20220102,20220108
지원방식,3,정치,1주차,20220102,20220108
농촌주민수당,5,정치,1주차,20220102,20220108
호국불교,3,정치,1주차,20220102,20220108
인사법,6,정치,1주차,20220102,20220108
전국민재난지원금,3,정치,1주차,20220102,20220108
번번,6,정치,1주차,20220102,20220108
가상자산,9,정치,1주차,20220102,20220108
콘텐트,7,정치,1주차,20220102,20220108
선순환,8,정치,1주차,20220102,20220108
정책총괄본부장,4,정치,1주차,20220102,20220108
거리두기,37,정치,1주차,20220102,20220108
임인년,34,정치,1주차,20220102,20220108
국제정치학,3,정치,1주차,20220102,20220108
아름,22,정치,1주차,20220102,20220108
과학기술,26,정치,1주차,20220102,20220108
쿠팡플레,3,정치,1주차,20220102,20220108
정이,420,정치,1주차,20220102,20220108
헤어스타일,3,정치,1주차,20220102,20220108
스카,32,정치,1주차,20220102,20220108
마주,28,정치,1주차,20220102,20220108
새시대준비위,44,정치,1주차,20220102,20220108
새시대준비위원회,33,정치,1주차,20220102,20220108
쓸데,14,정치,1주차,20220102,20220108
휴대전화,24,정치,1주차,20220102,20220108
부모찬스,6,정치,1주차,20220102,20220108
대기업,48,정치,1주차,20220102,20220108
강대,24,정치,1주차,20220102,20220108
있었기,13,정치,1주차,20220102,20220108
NFT,24,정치,1주차,20220102,20220108
불확실,51,정치,1주차,20220102,20220108
일성,14,정치,1주차,20220102,20220108
일관성,9,정치,1주차,20220102,20220108
