new_word,freq,category,date1,date2
기초생계,6,사회,20220119,20220125
방영금지,23,사회,20220119,20220125
배포금지,19,사회,20220119,20220125
지방법원장,3,사회,20220119,20220125
인천지방법원장,3,사회,20220119,20220125
가정법원장,3,사회,20220119,20220125
대구지방법원,3,사회,20220119,20220125
선임재판연구관,3,사회,20220119,20220125
창원지방법원,8,사회,20220119,20220125
고위감사공무원,4,사회,20220119,20220125
교육파견,11,사회,20220119,20220125
능력개발이사,4,사회,20220119,20220125
중대사고,5,사회,20220119,20220125
장사방법,3,사회,20220119,20220125
임시선별검사소,3,사회,20220119,20220125
손실보상금,3,사회,20220119,20220125
택배배송,3,사회,20220119,20220125
범인은닉,3,사회,20220119,20220125
도박공간개설,5,사회,20220119,20220125
녹취내용,3,사회,20220119,20220125
백신접종증명,4,사회,20220119,20220125
업무지속계획,3,사회,20220119,20220125
게시금지,3,사회,20220119,20220125
지역감염,5,사회,20220119,20220125
특수규격,4,사회,20220119,20220125
소요시간,4,사회,20220119,20220125
보조산소,8,사회,20220119,20220125
요리주점,3,사회,20220119,20220125
교육과정,4,사회,20220119,20220125
법학전문대학원생,4,사회,20220119,20220125
새싹어린이집,3,사회,20220119,20220125
진단검사체계,3,사회,20220119,20220125
공동강요,3,사회,20220119,20220125
택배요금,8,사회,20220119,20220125
건축학부,3,사회,20220119,20220125
관양현대아파트,3,사회,20220119,20220125
강제추행치상,3,사회,20220119,20220125
스토킹처벌법,3,사회,20220119,20220125
토지사용,3,사회,20220119,20220125
전기보일러실,3,사회,20220119,20220125
전국금속노조,4,사회,20220119,20220125
정책지원,3,사회,20220119,20220125
법인재산,4,사회,20220119,20220125
잔해제거,5,사회,20220119,20220125
한국방송,6,사회,20220119,20220125
관련기사,6,사회,20220119,20220125
분류체계,6,사회,20220119,20220125
강화경찰서,3,사회,20220119,20220125
제대,75,사회,20220119,20220125
중대재해,84,사회,20220119,20220125
검찰청법,24,사회,20220119,20220125
중립성,22,사회,20220119,20220125
제34조,7,사회,20220119,20220125
검찰인사위원회,7,사회,20220119,20220125
코로나19,627,사회,20220119,20220125
성범죄물,3,사회,20220119,20220125
성착취물,13,사회,20220119,20220125
사회관계,14,사회,20220119,20220125
사회관계망서비스,13,사회,20220119,20220125
것뿐,3,사회,20220119,20220125
열린공감TV,63,사회,20220119,20220125
김건희씨,39,사회,20220119,20220125
민사합,32,사회,20220119,20220125
촬영기자,5,사회,20220119,20220125
사실상,40,사회,20220119,20220125
수상실적,3,사회,20220119,20220125
예측범죄지도,8,사회,20220119,20220125
폐쇄회,20,사회,20220119,20220125
서초스마트허브센터,3,사회,20220119,20220125
수밖,49,사회,20220119,20220125
내비,6,사회,20220119,20220125
이모씨,7,사회,20220119,20220125
있음,16,사회,20220119,20220125
재학생,13,사회,20220119,20220125
금방,4,사회,20220119,20220125
목적으로,17,사회,20220119,20220125
성남도시개발공사,49,사회,20220119,20220125
기획본부장,10,사회,20220119,20220125
중대재해법,4,사회,20220119,20220125
안전감시,5,사회,20220119,20220125
위험요소,4,사회,20220119,20220125
경영책임자,4,사회,20220119,20220125
화정아이파크,90,사회,20220119,20220125
한달,12,사회,20220119,20220125
PCR,147,사회,20220119,20220125
위중증,32,사회,20220119,20220125
서울남부지법,23,사회,20220119,20220125
부패재산,3,사회,20220119,20220125
분양가구,9,사회,20220119,20220125
공개추첨제,5,사회,20220119,20220125
법률전문가,3,사회,20220119,20220125
A아파트,3,사회,20220119,20220125
신혼부부,7,사회,20220119,20220125
불구,60,사회,20220119,20220125
기자회견,34,사회,20220119,20220125
