new_word,freq,category,date1,date2
광주KBS,5,정치,20220119,20220125
방송토론콘텐츠,3,정치,20220119,20220125
정책설계,3,정치,20220119,20220125
제도개혁비서관실,4,정치,20220119,20220125
균형인사비서관실,3,정치,20220119,20220125
정보도용,5,정치,20220119,20220125
공천요구,4,정치,20220119,20220125
유전자증폭,4,정치,20220119,20220125
유튜브채널,9,정치,20220119,20220125
행정권력,5,정치,20220119,20220125
여론조사업체,10,정치,20220119,20220125
잠수함발사탄도미사일,5,정치,20220119,20220125
여성본부,3,정치,20220119,20220125
기존택지,7,정치,20220119,20220125
방영금지,5,정치,20220119,20220125
배포금지,5,정치,20220119,20220125
대체불가토큰,6,정치,20220119,20220125
문화예술기관,3,정치,20220119,20220125
동일지역구,5,정치,20220119,20220125
경남대전환,3,정치,20220119,20220125
정권교체동행위원회,4,정치,20220119,20220125
방문지인,3,정치,20220119,20220125
무역경제,5,정치,20220119,20220125
탄소중립시범도시,3,정치,20220119,20220125
충남공항,3,정치,20220119,20220125
재단법인,3,정치,20220119,20220125
전화면접조사,3,정치,20220119,20220125
창작플랫폼,3,정치,20220119,20220125
산모마음,3,정치,20220119,20220125
여론조사회사,5,정치,20220119,20220125
대전미래전략,3,정치,20220119,20220125
청년정의당,8,정치,20220119,20220125
국회사진기자단,10,정치,20220119,20220125
동탄중앙어울림센터,5,정치,20220119,20220125
관심사안,3,정치,20220119,20220125
부과기준,3,정치,20220119,20220125
소득기반,6,정치,20220119,20220125
아닌,179,정치,20220119,20220125
이같,219,정치,20220119,20220125
과학기술,50,정치,20220119,20220125
화천대유,11,정치,20220119,20220125
건진법사,88,정치,20220119,20220125
사실상,112,정치,20220119,20220125
윤핵관,69,정치,20220119,20220125
신빙성,4,정치,20220119,20220125
급식체계,5,정치,20220119,20220125
군인재해보상법,4,정치,20220119,20220125
조리인력,4,정치,20220119,20220125
신병교육시설,4,정치,20220119,20220125
인정제,5,정치,20220119,20220125
공익감사청구,5,정치,20220119,20220125
성남도시개발공사,12,정치,20220119,20220125
성남의뜰,9,정치,20220119,20220125
가상자산,121,정치,20220119,20220125
디지털산업,13,정치,20220119,20220125
디지털자산,19,정치,20220119,20220125
디지털자산시장,3,정치,20220119,20220125
젊은,49,정치,20220119,20220125
괴승,4,정치,20220119,20220125
총괄특보단장,3,정치,20220119,20220125
CBS라디오,16,정치,20220119,20220125
선거대책본부,75,정치,20220119,20220125
코바나컨텐츠,38,정치,20220119,20220125
도이,25,정치,20220119,20220125
공론화,7,정치,20220119,20220125
문제의식,6,정치,20220119,20220125
국민연금,8,정치,20220119,20220125
방송금지가처분,9,정치,20220119,20220125
바로,79,정치,20220119,20220125
불쾌,45,정치,20220119,20220125
틀에서,4,정치,20220119,20220125
대상으로,108,정치,20220119,20220125
신뢰수준,40,정치,20220119,20220125
수밖,69,정치,20220119,20220125
말실수,4,정치,20220119,20220125
다자토론,5,정치,20220119,20220125
갑작,7,정치,20220119,20220125
아직,98,정치,20220119,20220125
사회관계망서비스,38,정치,20220119,20220125
딥페이크,8,정치,20220119,20220125
석열,33,정치,20220119,20220125
자동검색,5,정치,20220119,20220125
때보다,18,정치,20220119,20220125
적기,9,정치,20220119,20220125
이밖에,15,정치,20220119,20220125
개인예산제,8,정치,20220119,20220125
말하기,22,정치,20220119,20220125
부부감액,8,정치,20220119,20220125
자연증가분,4,정치,20220119,20220125
한국과학기술회관,4,정치,20220119,20220125
이준,135,정치,20220119,20220125
대전과학특별자치시,3,정치,20220119,20220125
어이,5,정치,20220119,20220125
속에서,28,정치,20220119,20220125
미래당사,4,정치,20220119,20220125
기본대출,7,정치,20220119,20220125
기본저축,6,정치,20220119,20220125
네트워크본부,36,정치,20220119,20220125
무속중독,4,정치,20220119,20220125
전모씨,16,정치,20220119,20220125
코로나19,194,정치,20220119,20220125
일광조계종,3,정치,20220119,20220125
논란으로,11,정치,20220119,20220125
연민복지재단,6,정치,20220119,20220125
일광사,11,정치,20220119,20220125
무정스님,10,정치,20220119,20220125
심씨,8,정치,20220119,20220125
서울의소리,52,정치,20220119,20220125
자원봉사,10,정치,20220119,20220125
한반,120,정치,20220119,20220125
액체연료,3,정치,20220119,20220125
주한미군,21,정치,20220119,20220125
국가안전보장회,7,정치,20220119,20220125
그렇기,11,정치,20220119,20220125
불가능,36,정치,20220119,20220125
제대,106,정치,20220119,20220125
유연,17,정치,20220119,20220125
쪽에서,12,정치,20220119,20220125
중도표,3,정치,20220119,20220125
자기편,5,정치,20220119,20220125
연합정,9,정치,20220119,20220125
하므,4,정치,20220119,20220125
다자대결,6,정치,20220119,20220125
선임행정관,14,정치,20220119,20220125
법무대학원,3,정치,20220119,20220125
사이버정보비서관실,4,정치,20220119,20220125
KSOI,30,정치,20220119,20220125
포인트차,3,정치,20220119,20220125
엠브레인퍼블릭,11,정치,20220119,20220125
한국리서치,17,정치,20220119,20220125
이반,3,정치,20220119,20220125
있음,18,정치,20220119,20220125
이천,10,정치,20220119,20220125
내려놓기,10,정치,20220119,20220125
선언으로,4,정치,20220119,20220125
배가,5,정치,20220119,20220125
치료체계,5,정치,20220119,20220125
검사체계,4,정치,20220119,20220125
주시기,8,정치,20220119,20220125
타당성,4,정치,20220119,20220125
전원회의,8,정치,20220119,20220125
나가기,11,정치,20220119,20220125
다함,4,정치,20220119,20220125
저희들,10,정치,20220119,20220125
정말,117,정치,20220119,20220125
진단검사,4,정치,20220119,20220125
귀책사유,5,정치,20220119,20220125
정당혁신위원회,3,정치,20220119,20220125
주4일제,7,정치,20220119,20220125
방역지침,5,정치,20220119,20220125
우세종화,4,정치,20220119,20220125
신도시,13,정치,20220119,20220125
포은아트홀,7,정치,20220119,20220125
용적률,7,정치,20220119,20220125
일반주거지역,4,정치,20220119,20220125
질의응답,12,정치,20220119,20220125
성남시민,3,정치,20220119,20220125
상대원시장,23,정치,20220119,20220125
만들기,23,정치,20220119,20220125
말대,12,정치,20220119,20220125
당원으로서,17,정치,20220119,20220125
청년의꿈,27,정치,20220119,20220125
이모씨,8,정치,20220119,20220125
안팎으로,6,정치,20220119,20220125
가증,15,정치,20220119,20220125
면후심흑,12,정치,20220119,20220125
자꾸,24,정치,20220119,20220125
포인트로,12,정치,20220119,20220125
학교급,12,정치,20220119,20220125
국민공약,12,정치,20220119,20220125
승진구조,4,정치,20220119,20220125
현장경험,4,정치,20220119,20220125
현장직,3,정치,20220119,20220125
심사승진,5,정치,20220119,20220125
필수요건,3,정치,20220119,20220125
운행기록장치,3,정치,20220119,20220125
석열씨,8,정치,20220119,20220125
심쿵약속,11,정치,20220119,20220125
초등학교,10,정치,20220119,20220125
비공개,64,정치,20220119,20220125
밝히기,13,정치,20220119,20220125
한국사회여론연구소,19,정치,20220119,20220125
대규모,51,정치,20220119,20220125
재정비,14,정치,20220119,20220125
영구임대단지,8,정치,20220119,20220125
공급가격,13,정치,20220119,20220125
공개제도,3,정치,20220119,20220125
청년기본주택,7,정치,20220119,20220125
이재명표,8,정치,20220119,20220125
건으,3,정치,20220119,20220125
걸프협력회,12,정치,20220119,20220125
의료대응체계,3,정치,20220119,20220125
힘겨루기,6,정치,20220119,20220125
방역으로,3,정치,20220119,20220125
일상생활,4,정치,20220119,20220125
선관위원직,17,정치,20220119,20220125
서울남부지법,15,정치,20220119,20220125
화성캠퍼스,4,정치,20220119,20220125
임원진과,4,정치,20220119,20220125
전국승려대회,19,정치,20220119,20220125
이핵관,49,정치,20220119,20220125
문화재보호법,3,정치,20220119,20220125
문화재구역입장료,4,정치,20220119,20220125
한국성폭력상담소,10,정치,20220119,20220125
국방태세,3,정치,20220119,20220125
가뜩,4,정치,20220119,20220125
신뢰조치,4,정치,20220119,20220125
것이기,17,정치,20220119,20220125
화성-15형,13,정치,20220119,20220125
데다,19,정치,20220119,20220125
한국프레스센터,3,정치,20220119,20220125
조사방법,3,정치,20220119,20220125
수신제가치국평천하,3,정치,20220119,20220125
주동적,9,정치,20220119,20220125
신뢰구축조,6,정치,20220119,20220125
안전보장이사회,17,정치,20220119,20220125
영제이,8,정치,20220119,20220125
문화예술,76,정치,20220119,20220125
문화예산,7,정치,20220119,20220125
사회보장제도,4,정치,20220119,20220125
발언으로,27,정치,20220119,20220125
경제안보,6,정치,20220119,20220125
열린민주당,23,정치,20220119,20220125
정보자산,3,정치,20220119,20220125
국방과학원,3,정치,20220119,20220125
철길공원,3,정치,20220119,20220125
입법권력,3,정치,20220119,20220125
탈원전,14,정치,20220119,20220125
국민통합내각,5,정치,20220119,20220125
부민강국,4,정치,20220119,20220125
조민씨,9,정치,20220119,20220125
국가청렴,5,정치,20220119,20220125
국가청렴도,5,정치,20220119,20220125
수장으,3,정치,20220119,20220125
시사본부,4,정치,20220119,20220125
다소,31,정치,20220119,20220125
이명수씨,19,정치,20220119,20220125
터무니,7,정치,20220119,20220125
사진학과,5,정치,20220119,20220125
대의민주주,3,정치,20220119,20220125
이재선씨,4,정치,20220119,20220125
거리두기,14,정치,20220119,20220125
코인발행,10,정치,20220119,20220125
기본공제,9,정치,20220119,20220125
장년수당,9,정치,20220119,20220125
원자,13,정치,20220119,20220125
열린공감TV,32,정치,20220119,20220125
곳에서,11,정치,20220119,20220125
그분들,12,정치,20220119,20220125
정신건강의학,4,정치,20220119,20220125
언론기관,3,정치,20220119,20220125
이자율,3,정치,20220119,20220125
내비,19,정치,20220119,20220125
것임,14,정치,20220119,20220125
화성-14형,5,정치,20220119,20220125
극초음속미사일,8,정치,20220119,20220125
KN-23,8,정치,20220119,20220125
법정토론,3,정치,20220119,20220125
휴대전화,20,정치,20220119,20220125
관계자로,4,정치,20220119,20220125
오래전,5,정치,20220119,20220125
극적,8,정치,20220119,20220125
헤어스타일,4,정치,20220119,20220125
민주당으,10,정치,20220119,20220125
소통관,20,정치,20220119,20220125
서면브리핑,6,정치,20220119,20220125
이대,21,정치,20220119,20220125
상대원동시장,3,정치,20220119,20220125
최은순씨,4,정치,20220119,20220125
알기,6,정치,20220119,20220125
판단하기,4,정치,20220119,20220125
청문홍답,5,정치,20220119,20220125
양준혁야구재단,8,정치,20220119,20220125
이사장으,4,정치,20220119,20220125
정의기억연대,5,정치,20220119,20220125
가평철길공원,3,정치,20220119,20220125
양성평등,21,정치,20220119,20220125
양성평등기금,15,정치,20220119,20220125
고문방지협약,3,정치,20220119,20220125
혼자만,3,정치,20220119,20220125
나름대,8,정치,20220119,20220125
가족단,6,정치,20220119,20220125
사고방,4,정치,20220119,20220125
일관성,10,정치,20220119,20220125
방역수칙,4,정치,20220119,20220125
자들,4,정치,20220119,20220125
찾기,9,정치,20220119,20220125
시대전환,4,정치,20220119,20220125
살기,4,정치,20220119,20220125
전화번호,3,정치,20220119,20220125
어울림센터,10,정치,20220119,20220125
기본주택,7,정치,20220119,20220125
공유주택,3,정치,20220119,20220125
고발사주,4,정치,20220119,20220125
옆길,6,정치,20220119,20220125
당선자와,3,정치,20220119,20220125
불교왜곡,5,정치,20220119,20220125
없음,15,정치,20220119,20220125
경항모,3,정치,20220119,20220125
ESG,13,정치,20220119,20220125
상륙준비단,4,정치,20220119,20220125
칼빈슨함,5,정치,20220119,20220125
아메리카함,4,정치,20220119,20220125
F-35,18,정치,20220119,20220125
플레,3,정치,20220119,20220125
수시,5,정치,20220119,20220125
경선관리위원,4,정치,20220119,20220125
집단행동,7,정치,20220119,20220125
바뀌기,3,정치,20220119,20220125
돈주,9,정치,20220119,20220125
정치외교학,6,정치,20220119,20220125
리기주의,3,정치,20220119,20220125
총괄선거대책위원장,3,정치,20220119,20220125
오페라웨딩홀,3,정치,20220119,20220125
필승결,31,정치,20220119,20220125
아우내실내체육관,7,정치,20220119,20220125
대북제재위원회,3,정치,20220119,20220125
지출구조조정,3,정치,20220119,20220125
TEL,5,정치,20220119,20220125
김용만씨,5,정치,20220119,20220125
국가인재,6,정치,20220119,20220125
독립운동,3,정치,20220119,20220125
한국경제신문,4,정치,20220119,20220125
엄창록,22,정치,20220119,20220125
정치계,3,정치,20220119,20220125
지역감정,3,정치,20220119,20220125
요동,4,정치,20220119,20220125
전국네트워크위원회,3,정치,20220119,20220125
거짓말쟁,3,정치,20220119,20220125
보내기,4,정치,20220119,20220125
펼치기,4,정치,20220119,20220125
KN-24,4,정치,20220119,20220125
말씀드리기,13,정치,20220119,20220125
공천추천,4,정치,20220119,20220125
양아,16,정치,20220119,20220125
이월공제,5,정치,20220119,20220125
내륙철도,7,정치,20220119,20220125
재선씨,7,정치,20220119,20220125
재심사유,4,정치,20220119,20220125
아름,5,정치,20220119,20220125
전화면접,7,정치,20220119,20220125
경제방역,3,정치,20220119,20220125
재정당국,4,정치,20220119,20220125
K-콘텐츠,8,정치,20220119,20220125
K-콘텐츠밸리,4,정치,20220119,20220125
생활공약,4,정치,20220119,20220125
저뿐,4,정치,20220119,20220125
기정사실화,6,정치,20220119,20220125
공인으로서,14,정치,20220119,20220125
연성외교,3,정치,20220119,20220125
방역패스,34,정치,20220119,20220125
예외자,5,정치,20220119,20220125
핵관,5,정치,20220119,20220125
건사랑,10,정치,20220119,20220125
거침,5,정치,20220119,20220125
YTN라디오,5,정치,20220119,20220125
저에게,12,정치,20220119,20220125
저만,3,정치,20220119,20220125
재평가,3,정치,20220119,20220125
통합과정,4,정치,20220119,20220125
웹자서전,4,정치,20220119,20220125
공중화장실,6,정치,20220119,20220125
뜻대,3,정치,20220119,20220125
듣기,5,정치,20220119,20220125
재정립,6,정치,20220119,20220125
전쟁광,9,정치,20220119,20220125
전쟁세력,4,정치,20220119,20220125
방역지원금,12,정치,20220119,20220125
불안정,9,정치,20220119,20220125
불균형,5,정치,20220119,20220125
출발점으,3,정치,20220119,20220125
지출항목,3,정치,20220119,20220125
중국제왕학,5,정치,20220119,20220125
가득,7,정치,20220119,20220125
충청내륙철,5,정치,20220119,20220125
충청내륙철도,5,정치,20220119,20220125
동서횡단철도,5,정치,20220119,20220125
신산업벨트,5,정치,20220119,20220125
광역순환도로,6,정치,20220119,20220125
정치선언,3,정치,20220119,20220125
한국항공우주연구원,4,정치,20220119,20220125
기술이전,4,정치,20220119,20220125
삼중,3,정치,20220119,20220125
웃음소리,3,정치,20220119,20220125
하얏트호텔,8,정치,20220119,20220125
이재명TV,3,정치,20220119,20220125
공천거래,3,정치,20220119,20220125
닷페이스,12,정치,20220119,20220125
과학기술정책토론회,3,정치,20220119,20220125
시민광장,8,정치,20220119,20220125
대한민국체육인대회,6,정치,20220119,20220125
거리연설,10,정치,20220119,20220125
수변무대,5,정치,20220119,20220125
전략폭격기,3,정치,20220119,20220125
농어업상생발전위원회,3,정치,20220119,20220125
다독,3,정치,20220119,20220125
검찰권,5,정치,20220119,20220125
세련,6,정치,20220119,20220125
온라인플랫폼,4,정치,20220119,20220125
메타버스,10,정치,20220119,20220125
돌봄사업,3,정치,20220119,20220125
개발이익,8,정치,20220119,20220125
K-POP,3,정치,20220119,20220125
사업협약,5,정치,20220119,20220125
문화체육관광위원회,3,정치,20220119,20220125
허경영씨,3,정치,20220119,20220125
스포렉스홀,3,정치,20220119,20220125
자유구역,3,정치,20220119,20220125
정상신,4,정치,20220119,20220125
국가행정수도,3,정치,20220119,20220125
상이,10,정치,20220119,20220125
사전투표함,4,정치,20220119,20220125
사전투표용지,3,정치,20220119,20220125
김건희씨에게,5,정치,20220119,20220125
뉴스나이트,3,정치,20220119,20220125
가상융합경제,4,정치,20220119,20220125
그로,5,정치,20220119,20220125
세종집무실,4,정치,20220119,20220125
사무처리,5,정치,20220119,20220125
단적,3,정치,20220119,20220125
한목소리,3,정치,20220119,20220125
시급성,4,정치,20220119,20220125
촛불종합병원,3,정치,20220119,20220125
일상회복,5,정치,20220119,20220125
때처럼,4,정치,20220119,20220125
유연성,4,정치,20220119,20220125
정책홍보차량,3,정치,20220119,20220125
상임공보특보,6,정치,20220119,20220125
했음,3,정치,20220119,20220125
노동계,3,정치,20220119,20220125
화성-12형,10,정치,20220119,20220125
민생경제연구소장,3,정치,20220119,20220125
군경력,7,정치,20220119,20220125
스윙보터,3,정치,20220119,20220125
세배,3,정치,20220119,20220125
크림반도,8,정치,20220119,20220125
블링컨,7,정치,20220119,20220125
-우크라,3,정치,20220119,20220125
맺기,4,정치,20220119,20220125
장애인스포츠센터,5,정치,20220119,20220125
양육지원,3,정치,20220119,20220125
팍스로비드,3,정치,20220119,20220125
추진체계,4,정치,20220119,20220125
천리혜안,3,정치,20220119,20220125
무역기관,4,정치,20220119,20220125
공공배달앱,4,정치,20220119,20220125
배달특급,5,정치,20220119,20220125
보탬,3,정치,20220119,20220125
회장으로,3,정치,20220119,20220125
KF-21,21,정치,20220119,20220125
교육과정,3,정치,20220119,20220125
붉은색,3,정치,20220119,20220125
미루기,3,정치,20220119,20220125
기성세대,5,정치,20220119,20220125
미세먼지프리존,4,정치,20220119,20220125
관제구역,3,정치,20220119,20220125
위기의식,3,정치,20220119,20220125
전월셋값,3,정치,20220119,20220125
청소년활동,3,정치,20220119,20220125
가상번호,3,정치,20220119,20220125
신돈,3,정치,20220119,20220125
지상화,3,정치,20220119,20220125
나누기,4,정치,20220119,20220125
TBS라디오,3,정치,20220119,20220125
다대포,3,정치,20220119,20220125
블루소다,4,정치,20220119,20220125
이중플레,3,정치,20220119,20220125
일반위원,4,정치,20220119,20220125
시점으로,4,정치,20220119,20220125
임신기간,3,정치,20220119,20220125
F-5,13,정치,20220119,20220125
전력공백,4,정치,20220119,20220125
공명선거특보,4,정치,20220119,20220125
파헤,3,정치,20220119,20220125
유닛와,5,정치,20220119,20220125
청구기한,3,정치,20220119,20220125
주주협약서,3,정치,20220119,20220125
상이연금,5,정치,20220119,20220125
한사람,3,정치,20220119,20220125
깐부,3,정치,20220119,20220125
아동안전위원회,6,정치,20220119,20220125
체결모습,5,정치,20220119,20220125
택소노미,3,정치,20220119,20220125
신기술,4,정치,20220119,20220125
양손잡,3,정치,20220119,20220125
교양원,3,정치,20220119,20220125
줄리설,3,정치,20220119,20220125
취합검사,3,정치,20220119,20220125
신속항원검사,5,정치,20220119,20220125
조선닷컴과,4,정치,20220119,20220125
비티에스,4,정치,20220119,20220125
전아무개씨,6,정치,20220119,20220125
정대택,14,정치,20220119,20220125
정씨,13,정치,20220119,20220125
배달료,7,정치,20220119,20220125
노동위원회,3,정치,20220119,20220125
온플법,5,정치,20220119,20220125
이용사업자,11,정치,20220119,20220125
노동시장,3,정치,20220119,20220125
공공플랫폼,4,정치,20220119,20220125
항만도시,4,정치,20220119,20220125
노무제공,4,정치,20220119,20220125
전국민고용보험,3,정치,20220119,20220125
소득보장,4,정치,20220119,20220125
모성보호,3,정치,20220119,20220125
의원안,6,정치,20220119,20220125
동결자금,5,정치,20220119,20220125
K-컬처,4,정치,20220119,20220125
조성행위,3,정치,20220126,20220201
사적지인,3,정치,20220126,20220201
비호부대,4,정치,20220126,20220201
정치체계,3,정치,20220126,20220201
포괄임금,3,정치,20220126,20220201
민생버스,16,정치,20220126,20220201
경주이씨,9,정치,20220126,20220201
물리치료,3,정치,20220126,20220201
담합토론,7,정치,20220126,20220201
대선전략위원회,4,정치,20220126,20220201
초청토론,3,정치,20220126,20220201
법정토론회,5,정치,20220126,20220201
우리나라를,6,정치,20220126,20220201
자동차부품산업,3,정치,20220126,20220201
대량파괴무기,4,정치,20220126,20220201
수출금액,4,정치,20220126,20220201
